  15048   2827   4230  7991 
   722   442   2   2     5
   724   442   2   2     5
   726   442   2   2     6
   940   442   2   2    10
   942   442   2   2     9
   944   442   2   2     8
   946   442   2   2     5
   948   442   2   2     5
   714   444   2   2     5
   716   444   2   2     5
   718   444   2   2     5
   726   444   2   2     5
   728   444   2   2     6
   730   444   2   2     6
   732   444   2   2     8
   734   444   2   2    10
   736   444   2   2     9
   738   444   2   2    10
   740   444   2   2    10
   742   444   2   2     8
   744   444   2   2     9
   746   444   2   2    10
   944   444   2   2     8
   946   444   2   2     5
   728   446   2   2     5
   732   446   2   2     5
   734   446   2   2     7
   736   446   2   2     7
   738   446   2   2     5
   740   446   2   2     5
   742   446   2   2     5
   744   446   2   2     5
   746   446   2   2     6
   944   446   2   2     6
   946   446   2   2     5
   736   448   2   2     5
   738   448   2   2     5
   740   448   2   2     5
   742   448   2   2     5
   744   448   2   2     5
   746   448   2   2     5
   748   448   2   2     5
   750   448   2   2     6
   752   448   2   2     5
   754   448   2   2     6
   756   448   2   2     7
   758   448   2   2     9
   760   448   2   2    12
   762   448   2   2    11
   788   448   2   2    11
   790   448   2   2    12
   792   448   2   2    16
   794   448   2   2    16
   796   448   2   2    16
   798   448   2   2    16
   896   448   2   2    17
   898   448   2   2    14
   900   448   2   2    16
   902   448   2   2    17
   904   448   2   2    17
   906   448   2   2    17
   940   448   2   2    10
   942   448   2   2     9
   944   448   2   2     6
   224   450   2   2     5
   746   450   2   2     5
   748   450   2   2     5
   754   450   2   2     5
   756   450   2   2     5
   758   450   2   2     5
   760   450   2   2     7
   762   450   2   2     8
   788   450   2   2     9
   790   450   2   2     6
   792   450   2   2     9
   794   450   2   2    13
   796   450   2   2    14
   798   450   2   2    14
   896   450   2   2    16
   898   450   2   2    10
   900   450   2   2    10
   902   450   2   2    14
   904   450   2   2    15
   906   450   2   2    16
   940   450   2   2    11
   942   450   2   2     9
   944   450   2   2     6
   224   452   2   2     5
   756   452   2   2     5
   758   452   2   2     5
   760   452   2   2     5
   762   452   2   2     6
   764   452   2   2     5
   766   452   2   2     7
   768   452   2   2     7
   770   452   2   2     7
   772   452   2   2    10
   774   452   2   2    10
   780   452   2   2     7
   782   452   2   2     5
   784   452   2   2     5
   786   452   2   2     6
   788   452   2   2     9
   790   452   2   2     5
   792   452   2   2     5
   794   452   2   2     6
   796   452   2   2     9
   798   452   2   2    12
   800   452   2   2    12
   802   452   2   2    12
   804   452   2   2    12
   806   452   2   2    11
   808   452   2   2    11
   810   452   2   2    12
   812   452   2   2    12
   814   452   2   2     7
   816   452   2   2     5
   818   452   2   2     6
   820   452   2   2     9
   822   452   2   2    10
   824   452   2   2    12
   826   452   2   2    12
   828   452   2   2    13
   830   452   2   2    14
   896   452   2   2    14
   898   452   2   2     9
   900   452   2   2     5
   902   452   2   2     9
   904   452   2   2    13
   906   452   2   2    14
   940   452   2   2    10
   942   452   2   2    10
   944   452   2   2     6
   762   454   2   2     5
   764   454   2   2     5
   766   454   2   2     5
   768   454   2   2     5
   770   454   2   2     5
   772   454   2   2     8
   774   454   2   2     8
   780   454   2   2     7
   782   454   2   2     5
   784   454   2   2     5
   786   454   2   2     5
   788   454   2   2     5
   790   454   2   2     5
   796   454   2   2     5
   798   454   2   2     7
   800   454   2   2    10
   802   454   2   2    11
   804   454   2   2    10
   806   454   2   2    10
   808   454   2   2     6
   810   454   2   2     5
   812   454   2   2     7
   814   454   2   2     5
   816   454   2   2     5
   818   454   2   2     5
   820   454   2   2     6
   822   454   2   2     6
   824   454   2   2     7
   826   454   2   2    10
   828   454   2   2    10
   830   454   2   2    11
   896   454   2   2    11
   898   454   2   2     6
   902   454   2   2     5
   904   454   2   2     8
   906   454   2   2    11
   940   454   2   2    11
   942   454   2   2    10
   944   454   2   2     8
   946   454   2   2     5
   772   456   2   2     5
   774   456   2   2     5
   776   456   2   2     5
   778   456   2   2     5
   780   456   2   2     5
   782   456   2   2     5
   784   456   2   2     5
   786   456   2   2     5
   800   456   2   2     5
   802   456   2   2     7
   804   456   2   2     8
   806   456   2   2     7
   814   456   2   2     5
   816   456   2   2     5
   826   456   2   2     7
   828   456   2   2     9
   830   456   2   2     9
   836   456   2   2    11
   838   456   2   2    12
   840   456   2   2    11
   842   456   2   2     7
   844   456   2   2     9
   846   456   2   2    11
   848   456   2   2    11
   850   456   2   2     7
   852   456   2   2    10
   854   456   2   2    12
   868   456   2   2    15
   870   456   2   2    15
   872   456   2   2    13
   874   456   2   2     9
   876   456   2   2     9
   878   456   2   2     9
   880   456   2   2     9
   882   456   2   2    11
   884   456   2   2    13
   886   456   2   2    14
   888   456   2   2    13
   890   456   2   2    12
   892   456   2   2    11
   894   456   2   2    12
   896   456   2   2     9
   898   456   2   2     5
   904   456   2   2     5
   906   456   2   2     7
   908   456   2   2     9
   910   456   2   2    11
   912   456   2   2    12
   914   456   2   2    11
   940   456   2   2    10
   942   456   2   2    10
   944   456   2   2     7
   946   456   2   2     5
   226   458   2   2     5
   778   458   2   2     5
   780   458   2   2     5
   802   458   2   2     5
   804   458   2   2     5
   826   458   2   2     5
   828   458   2   2     7
   830   458   2   2     9
   836   458   2   2     9
   838   458   2   2    10
   840   458   2   2    11
   842   458   2   2     5
   844   458   2   2     5
   846   458   2   2     8
   848   458   2   2     8
   850   458   2   2     5
   852   458   2   2     6
   854   458   2   2    10
   868   458   2   2    13
   870   458   2   2    12
   872   458   2   2     9
   874   458   2   2     5
   876   458   2   2     6
   878   458   2   2     9
   880   458   2   2     7
   882   458   2   2     7
   884   458   2   2     9
   886   458   2   2    10
   888   458   2   2     9
   890   458   2   2     7
   892   458   2   2     6
   894   458   2   2     6
   896   458   2   2     5
   902   458   2   2     5
   904   458   2   2     5
   906   458   2   2     5
   908   458   2   2     5
   910   458   2   2     7
   912   458   2   2     9
   914   458   2   2     9
   940   458   2   2     9
   942   458   2   2     8
   944   458   2   2     5
   226   460   2   2     5
   828   460   2   2     5
   830   460   2   2     7
   832   460   2   2     8
   834   460   2   2     5
   836   460   2   2     5
   838   460   2   2     7
   840   460   2   2     7
   846   460   2   2     5
   852   460   2   2     5
   854   460   2   2     6
   856   460   2   2     9
   858   460   2   2    10
   860   460   2   2     8
   862   460   2   2     7
   864   460   2   2     5
   866   460   2   2     7
   868   460   2   2     8
   870   460   2   2     7
   872   460   2   2     5
   874   460   2   2     5
   876   460   2   2     5
   878   460   2   2     5
   880   460   2   2     5
   882   460   2   2     5
   884   460   2   2     5
   886   460   2   2     7
   888   460   2   2     7
   890   460   2   2     5
   910   460   2   2     5
   912   460   2   2     5
   914   460   2   2     6
   916   460   2   2     5
   918   460   2   2     5
   920   460   2   2     5
   922   460   2   2     5
   924   460   2   2     7
   926   460   2   2     9
   928   460   2   2     9
   930   460   2   2     9
   932   460   2   2     7
   934   460   2   2     8
   936   460   2   2     9
   938   460   2   2     8
   940   460   2   2     7
   942   460   2   2     6
   226   462   2   2     5
   830   462   2   2     5
   832   462   2   2     5
   838   462   2   2     5
   854   462   2   2     5
   856   462   2   2     5
   858   462   2   2     5
   860   462   2   2     5
   866   462   2   2     5
   868   462   2   2     5
   872   462   2   2     5
   884   462   2   2     5
   886   462   2   2     5
   888   462   2   2     5
   912   462   2   2     5
   914   462   2   2     5
   920   462   2   2     5
   922   462   2   2     5
   924   462   2   2     5
   926   462   2   2     5
   928   462   2   2     5
   930   462   2   2     5
   932   462   2   2     7
   934   462   2   2     8
   936   462   2   2     7
   938   462   2   2     8
   940   462   2   2     6
   942   462   2   2     5
   926   464   2   2     5
   928   464   2   2     5
   930   464   2   2     5
   932   464   2   2     5
   934   464   2   2     7
   936   464   2   2     5
   938   464   2   2     5
   940   464   2   2     5
   936   466   2   2     5
   938   466   2   2     5
   940   466   2   2     5
   226   468   2   2     5
   936   468   2   2     5
   938   468   2   2     5
   938   470   2   2     5
   228   474   2   2     5
   236   486   2   2     5
   236   490   2   2     5
   236   496   2   2     5
   236   498   2   2     6
   238   498   2   2     5
   240   498   2   2     5
   236   500   2   2     6
   238   500   2   2     5
   240   500   2   2     5
   242   500   2   2     5
   244   500   2   2     5
   246   500   2   2     5
   248   500   2   2     5
   234   502   2   2     5
   236   502   2   2     6
   238   502   2   2     5
   240   502   2   2     5
   242   502   2   2     5
   244   502   2   2     6
   246   502   2   2     6
   248   502   2   2     6
   250   502   2   2     6
   252   502   2   2     7
   254   502   2   2     6
   256   502   2   2     5
   258   502   2   2     5
   260   502   2   2     5
   262   502   2   2     5
   216    96   4   4     8
   220    96   4   4     9
   224    96   4   4     8
   208   100   4   4     9
   212   100   4   4    10
   216   100   4   4    10
   220   100   4   4    10
   224   100   4   4    10
   228   100   4   4    10
   232   100   4   4     9
   204   104   4   4    10
   208   104   4   4    10
   212   104   4   4    10
   216   104   4   4    11
   220   104   4   4    11
   224   104   4   4    11
   228   104   4   4    11
   232   104   4   4    11
   236   104   4   4    11
   240   104   4   4    10
   132   108   4   4     5
   136   108   4   4     5
   196   108   4   4     8
   200   108   4   4    10
   204   108   4   4    11
   208   108   4   4    11
   212   108   4   4    11
   216   108   4   4    11
   220   108   4   4    12
   224   108   4   4    12
   228   108   4   4    12
   232   108   4   4    12
   236   108   4   4    12
   240   108   4   4    12
   244   108   4   4    11
   248   108   4   4    11
   252   108   4   4    11
   256   108   4   4    11
   260   108   4   4    11
   264   108   4   4    11
   192   112   4   4     8
   196   112   4   4    10
   200   112   4   4    11
   204   112   4   4    11
   208   112   4   4    12
   212   112   4   4    12
   216   112   4   4    12
   220   112   4   4    12
   224   112   4   4    12
   228   112   4   4    12
   232   112   4   4    12
   236   112   4   4    12
   240   112   4   4    12
   244   112   4   4    12
   248   112   4   4    12
   252   112   4   4    12
   256   112   4   4    13
   260   112   4   4    12
   264   112   4   4    12
   268   112   4   4    11
   272   112   4   4    10
   192   116   4   4     9
   196   116   4   4    11
   200   116   4   4    11
   204   116   4   4    12
   208   116   4   4    12
   212   116   4   4    12
   216   116   4   4    12
   220   116   4   4    12
   224   116   4   4    12
   228   116   4   4    12
   232   116   4   4    13
   236   116   4   4    13
   240   116   4   4    13
   244   116   4   4    13
   248   116   4   4    13
   252   116   4   4    13
   256   116   4   4    13
   260   116   4   4    13
   264   116   4   4    13
   268   116   4   4    13
   272   116   4   4    11
   276   116   4   4    10
   188   120   4   4     9
   192   120   4   4    10
   196   120   4   4    11
   200   120   4   4    12
   204   120   4   4    12
   208   120   4   4    12
   212   120   4   4    12
   216   120   4   4    12
   220   120   4   4    12
   224   120   4   4    13
   228   120   4   4    13
   232   120   4   4    13
   236   120   4   4    13
   240   120   4   4    13
   244   120   4   4    13
   248   120   4   4    13
   252   120   4   4    13
   256   120   4   4    14
   260   120   4   4    14
   264   120   4   4    14
   268   120   4   4    13
   272   120   4   4    13
   276   120   4   4    11
   280   120   4   4    11
   284   120   4   4    11
   288   120   4   4    11
   344   120   4   4    11
   184   124   4   4     8
   188   124   4   4     9
   192   124   4   4    10
   196   124   4   4    11
   200   124   4   4    12
   204   124   4   4    12
   208   124   4   4    12
   212   124   4   4    12
   216   124   4   4    12
   220   124   4   4    12
   224   124   4   4    13
   228   124   4   4    13
   232   124   4   4    13
   236   124   4   4    13
   240   124   4   4    13
   244   124   4   4    13
   248   124   4   4    13
   252   124   4   4    13
   256   124   4   4    12
   260   124   4   4    13
   264   124   4   4    14
   268   124   4   4    14
   272   124   4   4    14
   276   124   4   4    14
   280   124   4   4    13
   284   124   4   4    13
   288   124   4   4    14
   292   124   4   4    13
   296   124   4   4    13
   300   124   4   4    13
   332   124   4   4    12
   336   124   4   4    13
   340   124   4   4    13
   344   124   4   4    14
   348   124   4   4    14
   352   124   4   4    14
   356   124   4   4    13
   360   124   4   4    13
   364   124   4   4    13
   368   124   4   4    13
   372   124   4   4    12
   132   128   4   4     5
   184   128   4   4     9
   188   128   4   4    10
   192   128   4   4    11
   196   128   4   4    12
   200   128   4   4    12
   204   128   4   4    12
   208   128   4   4    12
   212   128   4   4    12
   216   128   4   4    12
   220   128   4   4    12
   224   128   4   4    13
   228   128   4   4    13
   232   128   4   4    13
   236   128   4   4    13
   240   128   4   4    13
   244   128   4   4    13
   248   128   4   4    13
   252   128   4   4    13
   256   128   4   4    11
   260   128   4   4    11
   264   128   4   4    13
   268   128   4   4    13
   272   128   4   4    14
   276   128   4   4    14
   280   128   4   4    14
   284   128   4   4    14
   288   128   4   4    14
   292   128   4   4    14
   296   128   4   4    14
   300   128   4   4    14
   304   128   4   4    14
   308   128   4   4    14
   312   128   4   4    14
   316   128   4   4    14
   320   128   4   4    13
   324   128   4   4    14
   328   128   4   4    14
   332   128   4   4    14
   336   128   4   4    15
   340   128   4   4    15
   344   128   4   4    15
   348   128   4   4    15
   352   128   4   4    15
   356   128   4   4    15
   360   128   4   4    15
   364   128   4   4    14
   368   128   4   4    14
   372   128   4   4    13
   376   128   4   4    13
   128   132   4   4     5
   132   132   4   4     5
   136   132   4   4     5
   140   132   4   4     5
   184   132   4   4    10
   188   132   4   4    11
   192   132   4   4    12
   196   132   4   4    12
   200   132   4   4    12
   204   132   4   4    12
   208   132   4   4    12
   212   132   4   4    12
   216   132   4   4    12
   220   132   4   4    12
   224   132   4   4    13
   228   132   4   4    13
   232   132   4   4    13
   236   132   4   4    13
   240   132   4   4    13
   244   132   4   4    13
   248   132   4   4    13
   252   132   4   4    12
   256   132   4   4    12
   260   132   4   4    12
   264   132   4   4    13
   268   132   4   4    13
   272   132   4   4    14
   276   132   4   4    14
   280   132   4   4    14
   284   132   4   4    14
   288   132   4   4    14
   292   132   4   4    14
   296   132   4   4    14
   300   132   4   4    15
   304   132   4   4    15
   308   132   4   4    15
   312   132   4   4    15
   316   132   4   4    15
   320   132   4   4    15
   324   132   4   4    15
   328   132   4   4    15
   332   132   4   4    16
   336   132   4   4    16
   340   132   4   4    16
   344   132   4   4    16
   348   132   4   4    16
   352   132   4   4    16
   356   132   4   4    16
   360   132   4   4    16
   364   132   4   4    15
   368   132   4   4    14
   372   132   4   4    14
   376   132   4   4    14
   380   132   4   4    14
   384   132   4   4    13
   120   136   4   4     5
   124   136   4   4     5
   128   136   4   4     5
   132   136   4   4     5
   136   136   4   4     5
   140   136   4   4     5
   164   136   4   4     6
   168   136   4   4     7
   172   136   4   4     7
   188   136   4   4    11
   192   136   4   4    12
   196   136   4   4    12
   200   136   4   4    12
   204   136   4   4    12
   208   136   4   4    12
   212   136   4   4    12
   216   136   4   4    12
   220   136   4   4    12
   224   136   4   4    13
   228   136   4   4    13
   232   136   4   4    13
   236   136   4   4    13
   240   136   4   4    14
   244   136   4   4    13
   248   136   4   4    13
   252   136   4   4    12
   256   136   4   4    13
   260   136   4   4    13
   264   136   4   4    13
   268   136   4   4    13
   272   136   4   4    14
   276   136   4   4    13
   280   136   4   4    13
   284   136   4   4    14
   288   136   4   4    14
   292   136   4   4    15
   296   136   4   4    15
   300   136   4   4    15
   304   136   4   4    15
   308   136   4   4    15
   312   136   4   4    15
   316   136   4   4    16
   320   136   4   4    16
   324   136   4   4    16
   328   136   4   4    16
   332   136   4   4    16
   336   136   4   4    16
   340   136   4   4    16
   344   136   4   4    17
   348   136   4   4    17
   352   136   4   4    17
   356   136   4   4    16
   360   136   4   4    16
   364   136   4   4    16
   368   136   4   4    15
   372   136   4   4    14
   376   136   4   4    14
   380   136   4   4    14
   384   136   4   4    14
   388   136   4   4    13
   116   140   4   4     5
   120   140   4   4     5
   124   140   4   4     5
   128   140   4   4     5
   132   140   4   4     6
   136   140   4   4     6
   140   140   4   4     6
   160   140   4   4     5
   164   140   4   4     5
   188   140   4   4    10
   192   140   4   4    11
   196   140   4   4    12
   200   140   4   4    12
   204   140   4   4    12
   208   140   4   4    12
   212   140   4   4    12
   216   140   4   4    12
   220   140   4   4    12
   224   140   4   4    13
   228   140   4   4    13
   232   140   4   4    13
   236   140   4   4    14
   240   140   4   4    14
   244   140   4   4    13
   248   140   4   4    13
   252   140   4   4    12
   256   140   4   4    12
   260   140   4   4    12
   264   140   4   4    12
   268   140   4   4    13
   272   140   4   4    14
   276   140   4   4    14
   280   140   4   4    14
   284   140   4   4    14
   288   140   4   4    15
   292   140   4   4    15
   296   140   4   4    15
   300   140   4   4    15
   304   140   4   4    15
   308   140   4   4    15
   312   140   4   4    15
   316   140   4   4    16
   320   140   4   4    16
   324   140   4   4    16
   328   140   4   4    16
   332   140   4   4    17
   336   140   4   4    17
   340   140   4   4    17
   344   140   4   4    17
   348   140   4   4    17
   352   140   4   4    17
   356   140   4   4    17
   360   140   4   4    17
   364   140   4   4    16
   368   140   4   4    16
   372   140   4   4    16
   376   140   4   4    15
   380   140   4   4    15
   384   140   4   4    14
   388   140   4   4    14
   392   140   4   4    14
   396   140   4   4    13
   112   144   4   4     5
   116   144   4   4     5
   120   144   4   4     5
   124   144   4   4     5
   128   144   4   4     6
   132   144   4   4     6
   136   144   4   4     7
   140   144   4   4     7
   144   144   4   4     7
   160   144   4   4     6
   164   144   4   4     5
   188   144   4   4    10
   192   144   4   4    11
   196   144   4   4    12
   200   144   4   4    12
   204   144   4   4    12
   208   144   4   4    12
   212   144   4   4    12
   216   144   4   4    12
   220   144   4   4    12
   224   144   4   4    13
   228   144   4   4    13
   232   144   4   4    13
   236   144   4   4    13
   240   144   4   4    14
   244   144   4   4    13
   248   144   4   4    12
   252   144   4   4    12
   256   144   4   4    11
   260   144   4   4    12
   264   144   4   4    13
   268   144   4   4    13
   272   144   4   4    14
   276   144   4   4    15
   280   144   4   4    15
   284   144   4   4    15
   288   144   4   4    15
   292   144   4   4    16
   296   144   4   4    16
   300   144   4   4    16
   304   144   4   4    16
   308   144   4   4    16
   312   144   4   4    16
   316   144   4   4    17
   320   144   4   4    17
   324   144   4   4    17
   328   144   4   4    17
   332   144   4   4    17
   336   144   4   4    17
   340   144   4   4    17
   344   144   4   4    17
   348   144   4   4    17
   352   144   4   4    17
   356   144   4   4    17
   360   144   4   4    17
   364   144   4   4    17
   368   144   4   4    16
   372   144   4   4    16
   376   144   4   4    15
   380   144   4   4    15
   384   144   4   4    15
   388   144   4   4    15
   392   144   4   4    14
   396   144   4   4    13
   400   144   4   4    12
   112   148   4   4     5
   116   148   4   4     5
   120   148   4   4     5
   124   148   4   4     6
   128   148   4   4     7
   132   148   4   4     7
   136   148   4   4     7
   140   148   4   4     7
   144   148   4   4     7
   160   148   4   4     7
   164   148   4   4     7
   188   148   4   4    10
   192   148   4   4    12
   196   148   4   4    12
   200   148   4   4    12
   204   148   4   4    12
   208   148   4   4    12
   212   148   4   4    12
   216   148   4   4    12
   220   148   4   4    12
   224   148   4   4    13
   228   148   4   4    13
   232   148   4   4    13
   236   148   4   4    13
   240   148   4   4    13
   244   148   4   4    13
   248   148   4   4    12
   252   148   4   4    11
   256   148   4   4    12
   260   148   4   4    13
   264   148   4   4    13
   268   148   4   4    14
   272   148   4   4    15
   276   148   4   4    15
   280   148   4   4    16
   284   148   4   4    16
   288   148   4   4    16
   292   148   4   4    16
   296   148   4   4    16
   300   148   4   4    16
   304   148   4   4    16
   308   148   4   4    17
   312   148   4   4    17
   316   148   4   4    17
   320   148   4   4    18
   324   148   4   4    18
   328   148   4   4    18
   332   148   4   4    18
   336   148   4   4    18
   340   148   4   4    18
   344   148   4   4    18
   348   148   4   4    18
   352   148   4   4    18
   356   148   4   4    18
   360   148   4   4    18
   364   148   4   4    18
   368   148   4   4    17
   372   148   4   4    16
   376   148   4   4    15
   380   148   4   4    15
   384   148   4   4    16
   388   148   4   4    15
   392   148   4   4    15
   396   148   4   4    14
   400   148   4   4    13
   404   148   4   4    12
    96   152   4   4     5
   100   152   4   4     5
   104   152   4   4     5
   108   152   4   4     5
   112   152   4   4     5
   116   152   4   4     5
   120   152   4   4     5
   124   152   4   4     6
   128   152   4   4     7
   132   152   4   4     7
   136   152   4   4     7
   140   152   4   4     7
   144   152   4   4     7
   164   152   4   4     8
   168   152   4   4     9
   184   152   4   4    11
   188   152   4   4     7
   192   152   4   4    11
   196   152   4   4    13
   200   152   4   4    12
   204   152   4   4    12
   208   152   4   4    12
   212   152   4   4    12
   216   152   4   4    12
   220   152   4   4    12
   224   152   4   4    13
   228   152   4   4    13
   232   152   4   4    13
   236   152   4   4    13
   240   152   4   4    13
   244   152   4   4    12
   248   152   4   4    12
   252   152   4   4    12
   256   152   4   4    13
   260   152   4   4    13
   264   152   4   4    14
   268   152   4   4    15
   272   152   4   4    15
   276   152   4   4    16
   280   152   4   4    16
   284   152   4   4    16
   288   152   4   4    17
   292   152   4   4    17
   296   152   4   4    17
   300   152   4   4    17
   304   152   4   4    17
   308   152   4   4    17
   312   152   4   4    18
   316   152   4   4    18
   320   152   4   4    18
   324   152   4   4    18
   328   152   4   4    18
   332   152   4   4    18
   336   152   4   4    18
   340   152   4   4    18
   344   152   4   4    19
   348   152   4   4    19
   352   152   4   4    19
   356   152   4   4    19
   360   152   4   4    19
   364   152   4   4    18
   368   152   4   4    18
   372   152   4   4    17
   376   152   4   4    16
   380   152   4   4    16
   384   152   4   4    16
   388   152   4   4    16
   392   152   4   4    15
   396   152   4   4    15
   400   152   4   4    14
   404   152   4   4    13
   408   152   4   4    12
    84   156   4   4     5
    88   156   4   4     5
    92   156   4   4     5
    96   156   4   4     5
   100   156   4   4     5
   104   156   4   4     5
   108   156   4   4     5
   112   156   4   4     5
   116   156   4   4     5
   120   156   4   4     5
   124   156   4   4     6
   128   156   4   4     7
   132   156   4   4     8
   136   156   4   4     8
   140   156   4   4     8
   144   156   4   4     7
   164   156   4   4     8
   168   156   4   4     9
   172   156   4   4    10
   176   156   4   4    11
   180   156   4   4    12
   184   156   4   4    11
   188   156   4   4    11
   192   156   4   4    12
   196   156   4   4    12
   200   156   4   4    11
   204   156   4   4    11
   208   156   4   4    12
   212   156   4   4    12
   216   156   4   4    12
   220   156   4   4    12
   224   156   4   4    13
   228   156   4   4    13
   232   156   4   4    13
   236   156   4   4    13
   240   156   4   4    13
   244   156   4   4    12
   248   156   4   4    12
   252   156   4   4    13
   256   156   4   4    13
   260   156   4   4    14
   264   156   4   4    15
   268   156   4   4    15
   272   156   4   4    16
   276   156   4   4    16
   280   156   4   4    17
   284   156   4   4    17
   288   156   4   4    17
   292   156   4   4    17
   296   156   4   4    17
   300   156   4   4    17
   304   156   4   4    17
   308   156   4   4    18
   312   156   4   4    18
   316   156   4   4    19
   320   156   4   4    19
   324   156   4   4    19
   328   156   4   4    19
   332   156   4   4    19
   336   156   4   4    19
   340   156   4   4    19
   344   156   4   4    19
   348   156   4   4    19
   352   156   4   4    19
   356   156   4   4    19
   360   156   4   4    19
   364   156   4   4    19
   368   156   4   4    19
   372   156   4   4    18
   376   156   4   4    18
   380   156   4   4    17
   384   156   4   4    17
   388   156   4   4    17
   392   156   4   4    17
   396   156   4   4    16
   400   156   4   4    15
   404   156   4   4    15
   408   156   4   4    14
   412   156   4   4    13
   416   156   4   4    12
    76   160   4   4     5
    80   160   4   4     5
    84   160   4   4     5
    88   160   4   4     5
    92   160   4   4     5
    96   160   4   4     5
   100   160   4   4     5
   104   160   4   4     6
   108   160   4   4     6
   112   160   4   4     6
   116   160   4   4     6
   120   160   4   4     7
   124   160   4   4     6
   128   160   4   4     8
   132   160   4   4     8
   136   160   4   4     8
   140   160   4   4     9
   144   160   4   4     9
   164   160   4   4     8
   168   160   4   4     9
   172   160   4   4     9
   176   160   4   4     9
   180   160   4   4     6
   184   160   4   4     8
   188   160   4   4    10
   192   160   4   4    11
   196   160   4   4    11
   200   160   4   4    11
   204   160   4   4    11
   208   160   4   4    12
   212   160   4   4    12
   216   160   4   4    12
   220   160   4   4    13
   224   160   4   4    13
   228   160   4   4    13
   232   160   4   4    13
   236   160   4   4    12
   240   160   4   4    12
   244   160   4   4    12
   248   160   4   4    13
   252   160   4   4    13
   256   160   4   4    14
   260   160   4   4    14
   264   160   4   4    15
   268   160   4   4    16
   272   160   4   4    16
   276   160   4   4    17
   280   160   4   4    17
   284   160   4   4    17
   288   160   4   4    18
   292   160   4   4    18
   296   160   4   4    18
   300   160   4   4    18
   304   160   4   4    18
   308   160   4   4    19
   312   160   4   4    19
   316   160   4   4    19
   320   160   4   4    19
   324   160   4   4    19
   328   160   4   4    19
   332   160   4   4    20
   336   160   4   4    20
   340   160   4   4    20
   344   160   4   4    20
   348   160   4   4    20
   352   160   4   4    20
   356   160   4   4    20
   360   160   4   4    19
   364   160   4   4    19
   368   160   4   4    19
   372   160   4   4    19
   376   160   4   4    18
   380   160   4   4    18
   384   160   4   4    18
   388   160   4   4    18
   392   160   4   4    18
   396   160   4   4    17
   400   160   4   4    16
   404   160   4   4    15
   408   160   4   4    15
   412   160   4   4    14
   416   160   4   4    13
   420   160   4   4    12
    72   164   4   4     5
    76   164   4   4     5
    80   164   4   4     6
    84   164   4   4     6
    88   164   4   4     6
    92   164   4   4     6
    96   164   4   4     6
   100   164   4   4     6
   104   164   4   4     7
   108   164   4   4     7
   112   164   4   4     7
   116   164   4   4     8
   120   164   4   4     8
   124   164   4   4     8
   128   164   4   4     8
   132   164   4   4     8
   136   164   4   4     9
   140   164   4   4     9
   144   164   4   4     9
   148   164   4   4     8
   164   164   4   4     8
   168   164   4   4     9
   172   164   4   4    10
   176   164   4   4     9
   180   164   4   4     6
   184   164   4   4     7
   188   164   4   4     9
   192   164   4   4     9
   196   164   4   4    10
   200   164   4   4    11
   204   164   4   4    11
   208   164   4   4    12
   212   164   4   4    12
   216   164   4   4    12
   220   164   4   4    13
   224   164   4   4    13
   228   164   4   4    13
   232   164   4   4    12
   236   164   4   4    12
   240   164   4   4    12
   244   164   4   4    13
   248   164   4   4    13
   252   164   4   4    14
   256   164   4   4    14
   260   164   4   4    15
   264   164   4   4    15
   268   164   4   4    16
   272   164   4   4    17
   276   164   4   4    17
   280   164   4   4    17
   284   164   4   4    18
   288   164   4   4    18
   292   164   4   4    18
   296   164   4   4    18
   300   164   4   4    18
   304   164   4   4    19
   308   164   4   4    19
   312   164   4   4    19
   316   164   4   4    19
   320   164   4   4    19
   324   164   4   4    19
   328   164   4   4    20
   332   164   4   4    20
   336   164   4   4    20
   340   164   4   4    20
   344   164   4   4    20
   348   164   4   4    20
   352   164   4   4    20
   356   164   4   4    20
   360   164   4   4    20
   364   164   4   4    20
   368   164   4   4    19
   372   164   4   4    19
   376   164   4   4    19
   380   164   4   4    19
   384   164   4   4    19
   388   164   4   4    19
   392   164   4   4    18
   396   164   4   4    18
   400   164   4   4    17
   404   164   4   4    16
   408   164   4   4    15
   412   164   4   4    15
   416   164   4   4    14
   420   164   4   4    13
   424   164   4   4    12
    64   168   4   4     5
    68   168   4   4     5
    72   168   4   4     5
    76   168   4   4     6
    80   168   4   4     6
    84   168   4   4     7
    88   168   4   4     7
    92   168   4   4     6
    96   168   4   4     6
   100   168   4   4     7
   104   168   4   4     7
   108   168   4   4     8
   112   168   4   4     8
   116   168   4   4     8
   120   168   4   4     8
   124   168   4   4     8
   128   168   4   4     9
   132   168   4   4     9
   136   168   4   4     9
   140   168   4   4     9
   144   168   4   4     9
   164   168   4   4     7
   168   168   4   4    10
   172   168   4   4    10
   176   168   4   4     9
   180   168   4   4     7
   184   168   4   4     5
   188   168   4   4     5
   192   168   4   4     7
   196   168   4   4     9
   200   168   4   4    10
   204   168   4   4    11
   208   168   4   4    12
   212   168   4   4    12
   216   168   4   4    12
   220   168   4   4    12
   224   168   4   4    12
   228   168   4   4    12
   232   168   4   4    11
   236   168   4   4    12
   240   168   4   4    13
   244   168   4   4    13
   248   168   4   4    14
   252   168   4   4    14
   256   168   4   4    15
   260   168   4   4    15
   264   168   4   4    16
   268   168   4   4    17
   272   168   4   4    17
   276   168   4   4    17
   280   168   4   4    18
   284   168   4   4    18
   288   168   4   4    19
   292   168   4   4    19
